Stars,HelpfulVotes,Review,Polarity,sentiment(Polarity)
2,0,"I bought this as a productivity tool- during the pandemic while I drift between office work and housework, I need something to remind me of upcoming tasks or meetings. It fails terribly due to lack of thinking by the designers.1. This devise should require a password or PIN or recognize the voice of the person before proceeding further. It should not allow anyone to hijack your device- in my case my 7 year old, who keeps fiddling with the reminders or moving it away from a central location to his room. ( don't tell me you can't do voice classification, then at least ask a PIN ). For me the device is useless now, as I may not even hear it and important reminders may get removed. 2. The India model at least has no working profanity filter, my son plans music with profanity and there is no way to restrict access.3. Searches sometimes fail miserably- it is not recognition, the problem is the content that is being searched for an answer. Google's device is probably is stronger here with search results4. The reminders should have an option to repeat till I turn it off by saying ""acknowledged' or 'done'",-0.111363636,Negative
1,2,"Alexa is horribly wrong and Dumb..I made a mistake by not buying google mini speaker..Alexa has no answers...It is a stupid speaker..I know u need to enable the skills and all that..However, it is still a very bad Assistant..Fully disssatisfied..Audio quality is good but one can buy a simple bluetooth speaker at 1/3rd the cost rather than messing ur mind up with such an incapable AI speaker.. It cannot answer 90% of your questions.Used with Fireststick: limited usage and that too with limited apps.Will still need the remote anyway. Not much useful with Firestick.I strongly suggest please Buy google home mini instead..Audio may be a bit less but the google assistant is amazing..",-0.07970696,Negative
2,0,"Everytime I connect to the device it says playing from and mentions my device name. This comes at high volume as this volume can only be controlled through the device. But this doesn't end here. Alexa shouts playing from and my device name everytime. If I lock my system and re-login then it shouts this message. If I stay idle and don't move my mouse for 5 mins and then move it then I get this mesaage again. Sometimes it happens when I am playing videos as well. A video will be playing and suddenly Alexa shouts playing from and my device name. Unfortunately even though I tried many things to get rid of that, I wasn't able to get rid of this sound till now. When I connect to Alexa speaker for the first time it doesn't connect properly and it plays with breaking sounds. This happens many times and I have to keep disconnecting and connecting it back till it works properly. Overall it is a fine speaker but there are too many problems that I face everyday with it.",0.168444444,Positive
2,6,Usually we see upgrade with next gen products but this seems to be downgrade for eco doc. I have used previous version which was much better than this one in terms of command recognition and accuracy of response. New eco dot is too far from accuracy and may lead to frustration while interacting with the device.It cannot recognise the books available on kindle library which is a very basic skill. It cannot recognise songs we request. Cannot play popular songs as well. Not sure what kind of advanced tasks it can perform when fail to do very basic tasks. Great disappointment.,0.110606061,Positive
1,2,"A great device to get started, echo dot is a great device to first know your requirement. Alexa is integrated well enough but the voice recognition will give you trouble in later stages as it fails to recognise simple regular commands after a while, you will only see the blue light which after taking no action will turn off and resume the ongoing task. Many times it will disappoint and embarrass you, can only hope it to get better in future.Update:After using it for 1 year i would say it isn't that good of a device, now out of 10 times calling itout, it wouldd hardly respond twice. May be they have made the 4th gen better in this aspect but this device if you're even getting at a discounted price of 1k, don't bother. Not worth your money.",0.162916667,Positive
5,1,1. Initially it feels a bit weird talking to a speaker but you get used to it in no time.2. The sound quality is pretty good. You get good depth of sound with decent bass.3. Several skills available and you will definitely find some very useful. For example adding stuff to shopping list or setting up a reminder.4. Understands the Indian accent very well. Sometimes I am amazed by how well it picks up stuff.,0.238974359,Positive
5,10,Very good product at reasonable price1. Mic sensing very good2. Third Gen Echo Dot very good in sound quality3. Nice and Compact Designwhen comparing to google home mini its pretty good quality wise,0.487,Positive
4,1,"Hello,I purchased this from somewhere else.. After using it for a while, i noticed the amazon music service doesn't work at all. I was under the impression that amazon music, which is freely available with echo devices would work. After trying for hours to make it work i gave up, Alexa replied that ""She couldn't find anything"" whenever i tried to play something on amazon music. The only service that works good so far is Hungama Music. I am saying this after testing all the other services like Gaana, JioSaavn, Spotify etc... Gaana works as well but it has some issues... Spotify also works but lacks many songs.Aside from that, the mics are good but only till the volume medium, because high volume makes the device hard to hear us. Anything over volume level 6 is bad, and Alexa won't hear us unless we shout at her. I really liked the 2nd gen which had 7 mics yet this one only offers 4.. which is a downside for me. Hardware wise the sound quality is good until the volume level 8, but anything over that makes the sound distort and would be a pain to hear it.Alexa is on the other hand is good to talk to, she (It) can play music, tell jokes, read stories, sing songs, set alarms, set reminders, control smart devices etc... with the bonus of human like speech. This was the factor made me buy this. But on the downside she lacks too much intelligence compared to her counter part Google assistant.. She can't even answer the basic questions and just forwards us to Wikipedia. I hope amazon continues to improve Alexa.So as a new buyer which one to buy? Alexa or GoogleIf you don't care about how the assistant speaks, (robotic speech vs human like speech) then go for Google assistant speaker. Because Google and Alexa devices can both can do the job for smart homes. But Google uses their vast database infrastructure for information so obviously it will have upper hand in this department.But if you care about how your speaker speaks then go for Alexa.. without thinking anything.If you care about information then go for Google assistant else Alexa should be your preference.",0.174477137,Positive
3,2,"Hi Future buyer,Planning to buy this device wud be highly not recommended if u r a noob to this and in case u r running a custom rom on your andriod device.The App is confusing as much as it can be and force closes if u r not on factory OS, neither will there be any help or nor any reply to your mails from the developer, The setup dint go well and took me to register the product from web based registration.Otherwise the Product build quality is excellent when compared to the previous one and sound quality is amazing in the new one, Non the less Google home mini still has a better speaker but its hard to differentiate having both at my house side by side,You r also not to be surprised if u find your router to behave funny when both Alexa and Google home mini are side by side, Its like they r fighting for Bandwidth.The results are quite slow and takes time for reply when compared to G Home mini.The LED looks damn good at night and kinda adds upto the entire beauty of the productOverall if u r someone with good skill set on these things and just want to showoff ur house go for it I wud recommend to buy, others if u r a nood ( Fresher ) go for google home your life will be easy",0.195510367,Positive
1,3,This is useless device.0) it is not listening command properly. And we have to speak loudly.1) It is not connecting through Bluetooth to desktop. After a long research and hard setting it is connected and if we would change any song than audio is not coming. I am frustrated.2) Always need connectivity with internet / Bluetooth to operate any device.3) not playing music easily wherever we want.4) don't waste money if don't have 24 hours internet connection and related smart device.5) from desktop PC it is not connecting from cable and even from Bluetooth adaptor.So please please don't waste your money on it.Not a smart device it is useless device.,-0.079978355,Negative
2,0,"This review is especially for those sitting on the fence .I’ve been using Google Nest and minis and wanted to shift to Echo for its Drop in feature basically .(the full intercom) . It worked fine. But overall Alexa was disappointing. Even after having 4 mics the voice recognition was only a tad better than Google. The sound is natural but artificially natural, a little muffled as well.The app is poor. What takes less than a minute to setup on Google Home it takes over 3-4 minutes on alexa app. I have over 40 smart devices in my home and the time it needed merely setting up those devices was a bummer. Echo or Alexa is is just popular because Amazon sells it while Google devices are not marketed that much.",0.06039916,Positive
2,2,"Not so great on sound quality. Feature wise same. But yes, i feel that in 3rd gen they have reduced mics to 4 instead of 7 in 2nd gen. So my verdicts.Total devices i ve: 6Total duration: 2 yearsVerdict: -they say its better than previous gen. Bit to be honest, its not that good in hearing your voice as 2nd gen do. I am having trouble making it listening.- led circle light is little dull. I dont like it.- no great in sound except a 10% increase in bas. Say prev. Gen was having zero bass n its having little bass.- more asthetic look. I liked it.- power cable is not usb micro so u cant connect to other power sources. Its having adapter. So u re more on home stuck like to power socket. I am usong 2nd gen in car as well with usb cable.- bulkier, maybe good for sound n more of in stuff but earlier was more smaller n compact having ligher weight.CONCLUSIVE: Its addition of money and new device. From users perspective i al ok with earlier. If u recin budget go for second gen.",0.199372294,Positive
5,4,"Fantastic product and this is my 1st echo series. Alexa understands and improves as a conversation tool for kids at home.the sound quality is great for a small speaker , sets up very easily to your amazon prime account, also plays shortlisted in your amazon music account.i ham yet to try to connecting with my Yamaha amplifiers and finding the same difficult as Bluetooth receiver is not pairing. i am yet to try with my LeeEco smart TV, as i don't feel the necessity. Best to make this work as a independent unit and as a companion when you don't want to switch the home theater system, TV, Etc.for this price and functionality alexa does great work and take this as only a speaker with some smart sense, WOw product.",0.267278912,Positive
4,0,"Love you so much Amazon! You do have a place in my heart! My echo dot audio went bad in a few months of minor usage(blurry voice). Pinged amazon cc about the issue and they replaced with a new device in a few days. Hassle-free service!when it comes to device,not that smart. Alexa is not very friendly some times. Does not answer all my queries. and Alexa is not letting me emotionally attached to her. ""Alexa, will you be with me forever"" -> ""Alexa: I don't know that one"" :(I am unable to teach anything to alexa, it is very limited. MAde in china, looks like they are saving a lot on this device. Had the first replacement in couple of months smiled usage. Lets see.",-0.041595904,Negative
3,0,"This review is after using echo dot gen 3 more than 2 months. While there are both Pros and Cons, this is a good device to enter into connected devices world.Pros:1. Good looking gels nicely with the environment.2. LED ring gets your attention when in need.3. Good sound quality on playback.Cons so far:1. Sound is muffled for the responses from Alexa, you can't make out clearly on what it says most of the time. No fix yet { reduced one star because of this. }. Due to this issues it's being used as just a music player most of the time.2. Compared to Google Mini, Alexa's search contextual hits are lower.3. Was unable to get Follow-up working properly.",0.344230769,Positive
4,4,"So I wanted a device to control my smart home devices via my voice so I bought the echo do, I got a really good deal as I paid just 3.6k for it (The actual retail price is 4.5k).So i v already owned an Alexa for a while .And there are a lot of things that it can do but it also lacks in some places .Pro's:1. Works great with automation and wifi devices (switches , light etc).2.pretty loud for the sound .3.mic's are great can pic the sound really well.4.robust design .5.can perform tasks related to amazon and some other apps like zomato , ola , ndtv , aajtak , saavan and a few more .Cons:1. Cannot play music from spotify , although Spotify is now in india the echo dot doesn't support it in India it ll say that Spotify is not available in your region.2.cannot do Google related tasks , for example if I ask it for the ""price of Hayabusa"" it search's for Hayabusa on amazon and tell me the price of random toys , has issue with SEARCHING for stuff.3. Lacks a lot of voice features and has some glithes like when u tell it to start stopwatch it asks me for alarm .4. Heats up a bit on the top .5.wifi coverage isn't the best .Well If you are looking for good sound and not so many voice features then echo dot is for you , but if u want to person searches and play music on Spotify then I feel google home is a better option.Alexa can get better in the future but for now it lacks quite a lot of features",0.303571429,Positive
5,4,"Writing this review after 2 days. It's a nice product overall. I purchased this product primarily for music. And was quite disappointed when I couldn't connect to Gaana/ Saavn/Hungama. I looked up online for help but that also didn't help. Finally I used the feedback feature and got immediate reply from Amazon. In the device settings they changed it from Amazon.com to Amazon.in, and asked me to restart the device..basically turn it off and on. I did and and just had to say Alexa play this song from Gaana and it started playing. The gadget has good voice recognition. Though sometimes when the music volume is high it may not do so. You can also enable skills for radio specifically I am talking about AIR radio channels. There are many skills which can be enabled and the reviews in the skills can help you to understand if the skills actually work or not the way you expect it too. Hope this review helps you.",0.178888889,Positive
1,5,It doest recognize the voice … it s very difficult …. for playing songs also not getting configured with Ganna app …. even for playing song you have to be specific … secondly just for playing music buying this is not at all recommended. … very poor in aswering the questions …… it even play the news from Outside india .. trie a lot …. returning now,-0.234,Negative
5,0,"The size to sound ratio is just excellent, the emphasis seems to be on voice but the base is absent so this is not for the base head.This is the most responsive voice integration that I have seen, as you say, Alexa, it starts listing. There are a lot of things that you can ask Alexa like adding a product in your Amazon cart, open rain sound, play music, set alarm, etc.The interesting thing is that Alexa also listing commands in Hindi as well. This is only a part of the home automation system. All the smart equipment/products you purchase can be connected with Alexa like a light bulb to control it with voice etc. but for that, you need a router in your home.ConclusionThe speaker does not have a battery but he can be connected via Bluetooth from your phone and PC. Which is a good thing but all of a sudden it stops playing for no reason which is very annoying?I got it in INR 2500, at this price you must buy it, just to experience a smart speaker but in INR 3500 it looks a bit expansive. If you decide to buy this then this going to be the first step to transform your home into a smart home.",0.199579832,Positive
5,1,"Got a sweet prime day combo deal on this and this is my second purchase of this device. For the price and the ease of use and integration, I am very happy with it. I only wish it had a chargeable feature to go alongside it to make it truly portable but I guess Amazon has other devices which cater to that need.I really haven't used the offerings from google and apple in this category so will not compare but just for itself, this device is a charm.",0.2375,Positive
4,3,"Upgraded from 2nd to 3rd Gen dot, must say the sound quality has improved phenomenally. While the previous gen dot was more of an ""Echo Input"" type functionality, this one can actually serve as a decent speaker. Coming to the software side:1. Apple music not supported in India. In fact the only available services are Amazon music, Saavn and Hungama music2. Amazon music has a very limited catalog and Indian users can't upload their songs either ( apparently US users can do this)3. Spotify not available ""yet""4. Youtube/ Google play music not supported for obvious reasons5. Because of the above I tried to give Saavn a shot as their catalog is surprisingly large, but then Alexa doesn't support playlists for Saavn.Summary:If you are planning to get an Echo for listening music - stay away from this (or any Echo device for that matter) - at least for now.",0.086554622,Positive
1,2,"Amazon management....Please hire tester, my sincere advise that app developer needs more training. Please trust my words... I almost wasted 12 hours on this worst product which it didn't connect OLED sony 65 inch tv.. called customer care he too spent 2 hours poor guy left advising restart andbtry... Can be build better device/app which can be easily trouble shoot..",-0.044444444,Negative
5,2,"I was bit confused before buying as I was not sure what exactly it can do, gone through many reviews. Finally bought it and after using it for a month, writing this review.As it's running on artificial intelligence so do not expect it to answer as human. You have to say Alexa before every question which could be little annoying some times.What it can do?You can play songs for sure, ask questions and it answers you for most of the times, set alarm, alerts. create routine Etc.But I use it mostly for listing songs and alarms and does a good job.Only negative thing that I can say as of now is its bit difficult to give commands at higher volume you really have to shout but in normal it can pick thinest of sound.So all in all its value for money as I got it @2999 in sale.",0.028472222,Positive
1,5,1 start for not mentioning country of origin.This product is made in China but while buying in Amazon you can't find it anywhere.I am not able to return it as my kids open the box and started using it. Later we checked it was made in china.,-0.083333333,Negative
3,0,"The integration with other app is difficult and many times it unable to perform well with voice recoginitionFlaws:1.Its difficult to pair it with smart switch and bulbs.i was not successful,in doing so2.voice recognition sucks3.the help provided ia not good at all.not a good assistqnt.4.cannot plqy music or video from yputube5.no proper help for automating6.cannot use it as output speaker with my projector7. Simple automation scripts for pairing should be provided as a sample so that ppl can directly reuse them8.it only search songs from limited platforms.that huge disappojntmentNot satisfied at all.Only thing that I like is sound of speaker",0.047991071,Positive
2,4,"While Alexa is smart and intelligent , it cannot answer complex questions because it does not have Google Search !Google mini has the brains of the best search engine on earth ! Google mini any day ! Only reason to buy it would be if you had a prime music account and you had to play music through it !",0.327857143,Positive
3,0,"The right review can not be given. I am using mobile internet. Jio and Airtel are used. But, their internet connectivity and strength are questionable. Therefore, the right review can not be given. However, for music play, it is really attractive and interesting. However, Alexa has to learn a lot before getting five stars. Secondly, Alexa understands English. There are many other features which are not understood by a general user. Thirdly, in order to make a smart home and make Alexa a hub of such a home requires a lot of money. Those features can only be placed under the review when they are arranged.However, even then, I will recommend to buy it. For 4000 rupees you get good music and less botheration provided the internet strength remain consistence. I feel discouraged when the red line rotates on the device. Even then, buy it and make it a part of your setup.",0.14964986,Positive
1,2,"It's malfunctioning. For first two days it worked for, later started to malfunction that includes not stoping the music while playing, not responding to commands properly, for first two days it was working really fine , all of a sudeen it stopped taking commands and more even stopped responding . It had to turn it on and off a couple of times, initially it works fine for one command , later it stops responding. I bought it during Amazon big festive sale, may be I ve been given a defective piece or so !!!!! Very bad ...lost interest on Amazon products !!!",0.075757576,Positive
5,3,Got it for my mum who is semi paralyzed and can't move much. She now calls me by voice command and listens to her favorite music and the holy Bible.Also have ordered for a smart bulb that she can control with her voice.Its so simple and even a senior citizen can use it. Truly amazing.,0.302857143,Positive
4,1,"Superb AI device coupled with great speakers. The first impression might seems like underpowered, but the sound quality & volume packs a punch. Children love it. It is able to understand most of the stuff & respond quickly. Mostly depends on amazon music for the songs. Only point is, if it can have battery back up, would have been truly awesome.",0.495454545,Positive
5,1,"Must have product, got it for only 2999 and its awesome. At first I used bluetooth speakers worth Rs. 2000 then i thought why not spend 1000 more and Buy Alexa, and it really paid off.. it also works like a Bluetooth Speaker if not connected to internet, and once you connect it to wifi it becomes Smart Assistant which can control your smart devices or do many things.Sound out put is loud and has bass two, while color looks best for me and the ring sorroundinv body gives it better look. Its total worth it, Amazing Value for Money.",0.345535714,Positive
5,1,"I got this as a gift and it reminds me of everything, connects to my meditation app and also plays loud music. You can also have a fun discussion, play games, etc. The wipro bulb which comes along with it is a boon too as I don't have to reach for the switch anymore, when I'm too sleepy. It's great. I guess Alexa is learning and getting better because she still can't understand some questions, but other than that it's all great",0.395833333,Positive
2,1,"Had high hopes for this product after seeing reviews from so many positive feedbacks from customers but was utterly disappointed as it failed to deliver what it's supposed to do.Voice interaction is utter rubbish as its not able to grasp the Indian slang and finding music through it is a pain.Content is not that great and integration with Alexa app is not that smooth. Not able to set customized tone for alarm and lots of other drawbacks.To Sum it all, it's waste of 3500 valuable bucks as there's no easy way to throw it off.",-0.015722611,Negative
4,2,"Great product. Awesome build quality. Sound quality drastically improved when compared to 2nd Gen.Speaker doesn’t have general conversational capability. For eg:Alexa How is the weather tomorrow?Alexa: The weather tomorrow is ......Alexa how about day after tomorrow?Alexa: Sorry I am not sure.This is where Google Home mini trumps Echo.On the other hand, if you are invested in Amazon’s ecosystem like Kindle, Prime Music, Fire Stick, this is a great buy. Also good for home automation.Comes with a mute button for the privacy conscious.",0.3225,Positive
1,1,"Bad software! Alexa is not smart at all.voice recognition is not accurate most of the times but more than that Alexa interpretation leaves lot to be desired. Alexa is a just NLP and works on plain if else or a switch condition rather than being smart device. No where follows the user pattens, voice patterns and the people to come up with suggestions. Most of the times you get fed up with the results and then switch off the device. Mostly none of the songs I want will be played, I end up using it for casting the music from the phone, which anyways normal Bluetooth speaker will do at a less price.Hardly any useful tricks as they call it!Just works as voice command based device rather than a smart speaker!",0.105311355,Positive
1,3,"I'm writing this review because Amazon sold us echo dot with syska smart led light and claimed that it will work with alexa but they are wrong, its horrible smart led from syska , very difficult to setup and to connect with your smartphone. There is no support with Amazon alexa for syska smart led .. Amazon misguiding us to sold faulty product with offers. Don't buy it..it will be waste of money and your valuable time.",-0.134126984,Negative
5,2,"1. Received in 2nd day.2. It has live my Bose speaker system which was getting dust due to either connect to aux cable with mobile or connect to traditional way.3. My kids loved this and started talking to Alexa in tooti footi English language, but after some time they started framing the sentence before talking to Alexa, cool thing.4. Some of the features are very good like songs, news, shopping list, todo list and reminders etc. hope to continue getting more features into it.",0.27459596,Positive
1,5,"Honestly, please don't buy this product. Better to purchase a Bluetooth speaker and play the songs manually. I bought this with excitement to gift someone, but it didn't work as expected. It was my luck that I tried it first before gifting, & the experience was pathetic. Initially you will like calling Alexa, but again and again you will get bored. OK no problem, that's the feature. But main issue is it doesn't even play the latest popular songs. Huge disappointment.. I asked to play one song in front of my family, but it started some other music (that was very bad), & then I decided to return it back because I don't want to get insulted. People will laugh on you when you ask calling alexa alexa and it won't play your song.",0.034215686,Positive
1,3,"It is useless device and waste of money it only work with registered WiFi with amazon not with in coming signal of the Alexa app computer or mobile , no one else in the house can use it if registered WiFi is not available and at the same time we can not register two ,three signals . Alexa becomes use less when there is no internet , and there are lot of restrictions like hand free not available when in battery saver mode etc etc . at many a times it can not understand your voice and there are many app's missing in window computer .if i instruct it to teach Gramer to children it can not do . what a useless device it is , i even wanted to buy Fire TV stick but lots of them in used market ,hence i thought there must be some problem like this in that also hence stopped its purchase .My advice to Amazon is make it user friendly . do not restrict to one WiFi signal ,Take the in coming signal or allow us to register two ,three signal there should not restrict Hand free etc .With RegardsRavishankar",0.014880952,Positive
5,1,Product is good but if a perforated box had been given then it would have been good so that we could have ensured that there is no dust entry and when we operate it because of perforations sound should not be a problem and also the box should have a provision to insert the plug.In this way we could have kept in a place where there is no dust entryMay be for futureregards,0.6,Positive
5,2,"An entertaining device that talks in hindi and english. Very easily gets Indian accent and speaks the same way. Good colour purple. It seamlessly connects with my sony srs x11 speakers. Sound quality is 8 out of 10. But when streams to sony speakers it shows the great bluetooth quality. My daughter asks funny questions and it tries to answer else just says "" i dont know"". My family likes Alexa and have fallen in love with it. Alexa app is also very versatile. Go ahead. Truly amazing",0.347179487,Positive
5,2,"The media could not be loaded.  Got it with Wipro smart LED bulb bundle. In 1999 both.Pros:Solid build quality.Easy setup.Capture voice even far from 10 feet.Loud and clear sound.Bass is awesome.Easy connection to your smart LED bulb.Capture all voice just anybody called ""Alexa"". It will respond.Cons:No battery inside, you need to put in its power adapter all the time.Works only if active internet connection available.You should have wifi at home to connect all devices together.",0.082539683,Positive
4,0,"Scenario:Connect your iPhone11 with JBL Go and Amazon Echo Dot 3rd generation via blue toothBoth device should be connected. This you can verify it on Bluetooth menuPlay any songs from iTunes and let the Amazon Echo Dot 3rd generation decodes it(audio is playing on Amazon Echo Dot)Listen the audio for sometime (5 minutes approximately)Observation:Audio drops is observed and blue tooth get disconnected automaticallyIn the same scenario, if the audio is playing on JBL Go. The problem is not observedIf only Amazon Echo Dot 3rd generation only connected to the phone everything works fineThe same problem is not observed with iPad Mini and Android phone",0,Neutral
5,9,"I would look out for a book like Alexa for dummies.Too smart device. It's functionalities can be endless, one should know how to leverage them.Sound quality is good.I like the way. The devices gets ready and sharp to hear as if with ears !! once you call out ALEXA.Sarcastically told my wife, u never allowed a dog to enter the house. here comes the smart bitch.😉",0.061651786,Positive
2,0,"Within 3 months of purchasing the sound has begun to distort, even at 5 or 6 level I can here unusual sound. I don't know what to do. My return window is already closed.Secondly, song searching on Gaana app is very poor. I am very fond of Riya's Retro, but Alexa can search only season 1 and moreover it doesn't recognize different episodes of season 1 either. Means if you have already gone through 4-5 episodes of Riya's Retro and want to listen to the next episode, you have to start from episode 1 and then have to skip the episode you have already gone through. It takes hell lot of time to play the next episode after you give the voice command ""Next"".AMAZON SHOULD REPLACE MY ECHO DOT.",0.068,Positive
5,1,"This is good for use with more number of integration. We have enable different skills to really get lot of amusement from this device. Bluetooth connectivity is really smooth. It is automatic when I switch on Eco dot and my Yamah sound bar. By the way , I got at special price for Rs.2499/- with 9 watt syska led smart bulb free. So , it's A deal breaker for me.",0.352380952,Positive
1,1,"Clear case of breach of contract.I have purchased a an echo dot on prime day sale for 3250 post discount, but they have marked my order as delivered without actually delivering it.I have raised an issue going through ordeal of multiple calls mails and messages over 8days. Finally what I was given is 1600 rupees refund with a sorry message. Ihave lost 1800rupees straight away without even seeing the product.Howmuch every I try to escalate the issue the response will be the same, ""we can't do anything for you and you have to accept whatever happens""Now I'm understanding how corporate bullying works.Please be careful.",-0.02,Negative
3,0,"1. Size is small, Looks good in home, material is good2. It can fill your entire room with good volume of music. Volume vs size of device is really good.3. Alexa sound is mechanical, we're still 3-4 years earlier for a natural sound of robot in such devices.4. Can't expect latest GK questions / smart / complicated 2 sentences combined queries, bcoz results are per google search and google can't put logics in queries yet as it's mostly keyword relevance matching. So, overall experience is still mechanical.5. Music library it connects to are Saavn and it doesn't have good music for night sleep, it keeps repeating it.6. It blindly plays what the apps give it to play, like, the mood based music search is not good. It sometimes play songs as per direct matching of lyrics with what we spoke but totally not as per intention at all. Such devices totally needs a smarter search engine which understands intention.Overall small fun device, but I still feel that such devices will take some years to mature and become truly seamless home assistants. But it's for parents and they like it enough :D",0.143596059,Positive
2,1,"Echo Dot is a good speaker and voice recognition is quite impressive. However, Alexa integration is still in the development phase. So be prepared to get frustrated.If you are someone who loves the old classics, you will find Alexa very disappointing. And don't forget, you need Amazon Music's premium account to be able to stream music on Echo Dot. That also means, Akexa will play only that music which is available on Amazon Music. I'm not a big fan of Amazon Music. It does not have much of my kind of music.Alexa also plays from Jio Savn and Hungama. So getting Alexa to play some music is not always a simple task to perform. And a lot of times, you want Alexa to play an album you saw on Amazon Music or Hungama but the voice assistant fails to find it!I don't have complaints about operating smart appliances with Alexa though. It's totally fun.Edit-1: It has been five months since I started using Echo Dot and I still can't easily find the music I love. On this Independence Day I tried to get Alexa play some classic patriotic songs like ""Jahaan Daal Par Sone Ki..."" but no matter what words I used, Alexa kept playing a playlist called ""Ai Watan"" which seemed to have all new songs, none of which I liked. Clearly, the music that Alexa offers has been selected by Amazon keeping in mind today's teens. And this won't change.Update: January 10, 2021Almost two years since purchaseThe device is still as good as it was when bought. However, it seems Amazon has made no efforts to improve their music libraries. Their focus is still only to cater to the youth, not those who love soft soulful music. When I ask Alexa to play songs but Md. Rafi, for example, she will only play noisy ones like ""Chaahe koyi mujhe jungle kahe..."". She will never include songs like ""Ik haseen shaam ko dil mera kho gayaa..."" even if the song is available in Amazon Music. The Amazon team thinks only college goers listen to its music. This is one of the reasons why I can not recommend Amazon's voice assisted speakers to friends.",0.221135161,Positive
1,1,1. Bina wifi k nhi chalega only speaker bajao Or wo bhi plug 🔌 k sath laga kar2. Bhut sare information jo Alexa ko pata he nhi hai3.ek baar off hone par dubara connect karne k liye sara wifi Bluetooth connect karna padta hai4.only ye apke waaj nhi parchanta5.har ek dialogue k baad ye chup ho jata haiKul mila jula kar ye Alexa bekar hai isse sakta or acha google home mini mai 1.5 year use kar raha hu,0,Neutral
1,3,"Amazon thinks that we are duffer's coz I bought this product a few weeks back at 3999 and now during amazon sale the same product is available at 1999 and that's a whopping difference. Just coz they are manufacturing these, they cannot do such a huge injustice to their buyers by dropping price to half......This is a very bad trend and definitely bad service by amazon. Wrt device....I suppose alexa is one of those dumbest virtual assistants that has very limited functions n the most usual casual response from it is ""sorry I don't know that"" . Please don't buy this product.....This is my sincere suggestion.",-0.096632653,Negative
5,1,"This is just awesome.There are so many things we can do with this device and that made me wonder that why this is so cheap.I got a smart bulb with the device in just 2500 rs.Now I control my bluetooth speaker, my tv(firestick) and my bedroom light with my voice commands.This is fun for my 4 years old kid too and Alexa tell stories to him.The voice recognition is very good and the proof is that even my kid's commands Alexa recognise.",0.404047619,Positive
5,0,"Simply great product. Well built and very worth it. The voice recognition is great and works as intended most of the time. It keeps getting better as you use it. The sound really surprised me for its size. It's definately not a premium sound but it's still very bassy and loud, and full volume there is noticible disturbunce. The home automation part is what really makes this worth it though. I have my lights, tv and ac connected (using oakter remote) and ofcourse it's also an alarm, an intercom, a music player, a smart assistant and so much more. Life changing tech this is. I also like that you can command it in hindi and english. The conversations to be had are funny and almost natural. Software updates can/should make it even better. Wish it also had battery back up though, that's its biggest flaw. Soon I'll connect many other electronics in my house to alexa by way of smart switches.",0.295565476,Positive
5,0,"Make your home smart like this smart Echo Dot. Thankyou Amazon for giving us such a great product. I am so happy with this deal. This is really a smart and improved speaker for richer and louder sound and it fits perfectly into small spaces. Very goodVoice control for our music. But the main thing is that we should have strong Wi-Fi connection for proper functioning and one more weak point is It has Stream music from Amazon Prime Music, JioSaavn, and Gaana only. Loving points are we have to just Ask Alexa to play music, answer questions, read the news, check the weather, set alarms, control compatible smart home devices so my family even my little son loves it a lot and it Built with multiple layers of privacy protections and controls, including a microphone off button that electronically disconnects the microphones. Alexa is skill based, overall it's a great deal. Don't think more just go for it.",0.271506211,Positive
5,1,"I felt the sound quality is great at the price of 2249 during sale. The alexa integration is really good with all the amazing alexa skills available in echo dot. The voice recognition is average coz when the volume is above 5 , alexa couldn't recognize the wake word as the music is loud. So, we would require to shout to let her hear the wake word. I hope this might be resolved in the new (4th) generation as the sound will be focusing in 1 direction rather than 360 degrees, this is what i feel through looking at the design. The response time is good but can be improved in thr next generation yet to be released. Overall, this device is worth the purchase at regular price and during the sale it becomes much more worthy at the price of 2249. There are many hidden features in alexa which are not known by the majority customers like explicit filter, treble base and mid-range regulator, talk slow, talk fast, follow-up mode, sing a song, feedback, Horoscope, movie dialogues, quotes, Translation, excellent mind and strategy games, kids games and fun games like Shadow game, Akinator, Bulls and Cows, Guess the number, Music mania, Yes Sire etc. and many more fabulous features. Please do a little search on Google about Alexa Skills and who knows you may be able to discover some great hidden features or a new feature. Also, at regular intervals, please do ask your alexa to check for software updates and update the device. It will allow you to enjoy new features with every update. Although, Alexa may not be the greatest invention but it is definitely the sweetest invention and yes it's becoming smarter everyday. Alexa is not comparable to other devices like google home, google nest, apple homepod, etc. as they have different features and different price segments. If you need a wide range of features and skills for daily use and fun, Alexa devices are the perfect choices. Believe me, even with those flaws i mentioned, Alexa will be a cheer. Just go for it.",0.23184236,Positive
4,3,"Hi guys if u have Wi-Fi in your house only than... Buy it or else.... U need to use your phones hotspot and connect .... And one.... More thing is u need to plug it everytime u can't take it and roam lik other Bluetooth... Speaker's..... These are cons of this, I hope Amazon bring solution for.... This.. ,,, rest everything is fine...",0.197916667,Positive
